App,Category,Rating,Reviews,Size,Installs,Type,Price ($),Content Rating,Genres,Last Updated,Current Ver,Android Ver
FlashlightFreewcompass,TOOLS,4,75,1.9M,10000,Free,0,Everyone,Tools,15/03/2017,2.5,2.2 and up
ARulerARRulerappMeasuretools,TOOLS,4.3,1602,5.0M,100000,Free,0,Everyone,Tools,03/08/2018,1.1.7,7.0 and up
AKAssaultRifle,TOOLS,3.9,54,2.8M,10000,Free,0,Everyone,Tools,02/05/2015,1.0.0.1,2.2 and up
R,TOOLS,4.5,259,203k,10000,Free,0,Everyone,Tools,16/09/2014,1.1.06,1.5 and up
QRCodeReader,TOOLS,4,495971,2.7M,50000000,Free,0,Everyone,Tools,16/03/2016,2.3,2.3.3 and up
IScreenDialer,TOOLS,4.1,8137,3.9M,1000000,Free,0,Everyone,Tools,25/02/2018,1.11,4.3 and up
GTSM,TOOLS,4.2,38,251k,5000,Free,0,Everyone,Tools,26/01/2017,1.4,1.6 and up
AnalogandDigitalClockAW,TOOLS,4,202,2.9M,50000,Free,0,Everyone,Tools,15/03/2018,2,4.3 and up
AWBrowserwithChromeCustomTabs,TOOLS,4,9,4.7M,500,Free,0,Everyone,Tools,17/05/2018,2.7,6.0 and up
DigitalClockAW,TOOLS,4.1,484,2.9M,100000,Free,0,Everyone,Tools,06/03/2018,2,4.3 and up
AnalogClockAW,TOOLS,4.3,2158,3.0M,100000,Free,0,Everyone,Tools,07/03/2018,2,4.3 and up
WatchAW,TOOLS,4.2,249,3.0M,50000,Free,0,Everyone,Tools,17/03/2018,2,4.3 and up
AnalogClockAWPlus,TOOLS,4.2,725,3.0M,100000,Free,0,Everyone,Tools,14/03/2018,2,4.3 and up
RomanClockAW,TOOLS,4.4,52,3.0M,5000,Free,0,Everyone,Tools,17/03/2018,2,4.3 and up
BFCalc,TOOLS,3.9,428,3.8M,100000,Free,0,Everyone,Tools,31/03/2015,1.2.5,2.3.3 and up
LGAVREMOTE,TOOLS,3.4,2420,1.8M,1000000,Free,0,Everyone,Tools,03/06/2016,1.1.8,2.3.3 and up
RemoteforOnkyoAVReceiversSmartTVBluRay,TOOLS,3.7,701,7.3M,100000,Free,0,Everyone,Tools,31/07/2018,Cow V3.15,4.3 and up
AZPLAYERHD,TOOLS,3.2,24,4.7M,10000,Free,0,Everyone,Tools,11/04/2016,1,2.2 and up
AZREMOTECONTROL,TOOLS,2.1,149,2.8M,50000,Free,0,Everyone,Tools,28/03/2016,1.9,3.2 and up
SquareAnalogClockAW,TOOLS,4.2,294,3.0M,50000,Free,0,Everyone,Tools,10/03/2018,2,4.3 and up
UnseenNoLastSeen,TOOLS,4.4,103909,9.2M,5000000,Free,0,Everyone,Tools,11/05/2018,2.2.7,4.3 and up
DCUOCRCalculatorLite,TOOLS,4,182,1.7M,10000,Free,0,Everyone,Tools,14/08/2017,3.3,3.0 and up
RemoteforSonyTVSonyBluRayPlayersMyAV,TOOLS,3.4,3491,7.3M,1000000,Free,0,Everyone,Tools,31/07/2018,Cow V3.15,4.3 and up
RemoteforPanasonicTVBDAVR,TOOLS,3.7,533,7.3M,100000,Free,0,Everyone,Tools,31/07/2018,Cow V3.15,4.3 and up
RemoteforSamsungTVBluRayPlayersReadDesc,TOOLS,3.3,1988,7.3M,500000,Free,0,Everyone,Tools,03/08/2018,Cow V3.15,4.3 and up
ScorePal,TOOLS,4.5,1439,15M,10000,Free,0,Everyone,Tools,09/07/2018,2.10.7,4.3 and up
SenseViewBTZephyrSensor,TOOLS,4.3,37,323k,5000,Free,0,Everyone,Tools,15/05/2015,1.1.15205,2.2 and up
BatteryNotifierBTFree,TOOLS,4.5,21979,982k,1000000,Free,0,Everyone,Tools,07/06/2017,2.1.15,1.6 and up
BtNotifierSmartwatchnotice,TOOLS,2.8,632,8.2M,500000,Free,0,Everyone,Tools,23/05/2017,1,6.0 and up
NextPortugueseBRLangpack,TOOLS,4.3,1320,778k,100000,Free,0,Everyone,Tools,13/09/2013,1,2.0 and up
BSBattery,TOOLS,4.3,269,647k,50000,Free,0,Everyone,Tools,18/08/2012,4.0.1,2.0 and up
AxxessUpdater,TOOLS,3.9,56,2.3M,10000,Free,0,Everyone,Tools,19/12/2016,1.3.2,3.1 and up
BTNotifier,TOOLS,2.5,2794,3.8M,1000000,Free,0,Everyone,Tools,28/05/2018,2.9,4.3 and up
BTRemoteSPPforBluetooth,TOOLS,4.1,36,3.1M,10000,Free,0,Everyone,Tools,24/10/2016,1.16,2.3.3 and up
AutoolBTBOX,TOOLS,3.5,4,17M,500,Free,0,Everyone,Tools,12/05/2018,1.0.1,4.3 and up
BluetoothControlBTuCFREE,TOOLS,3.8,67,2.7M,10000,Free,0,Everyone,Tools,06/06/2016,1.9.0,3.0 and up
BQServices,TOOLS,3.7,5004,2.5M,1000000,Free,0,Everyone,Tools,09/07/2018,8.3.6-e04ac87,Varies with device
BixbyButtonRemapperbxActions,TOOLS,4.3,13064,4.6M,1000000,Free,0,Everyone,Tools,23/05/2018,4.72,7.0 and up
CMAppLockFingerprint,TOOLS,4.4,1264,8.2M,100000,Free,0,Everyone,Tools,06/08/2018,4.0.4,4.3 and up
TerminalEmulatorforAndroid,TOOLS,4.4,113951,551k,10000000,Free,0,Everyone,Tools,15/04/2015,1.0.70,1.6 and up
CEonthego,TOOLS,4.4,79,3.7M,10000,Free,0,Everyone,Tools,15/02/2018,1.283.0037,2.3.3 and up
Bubble,TOOLS,4.5,31621,208k,5000000,Free,0,Everyone,Tools,10/07/2011,2.0.1,1.6 and up
CAMobileOTP,TOOLS,3.3,688,5.5M,100000,Free,0,Everyone,Tools,05/09/2017,2.3.5,2.3.3 and up
CBRadioTab,TOOLS,3.9,127,1.5M,50000,Free,0,Everyone,Tools,01/04/2017,1,3.0 and up
iOBDCF,TOOLS,3.4,5,21M,500,Free,0,Everyone,Tools,26/12/2016,1,2.3.3 and up
CLKeyboardMyanmarKeyboardNoAds,TOOLS,5,24,3.2M,5000,Free,0,Everyone,Tools,13/06/2018,1.1.3,4.3 and up
CFBench,TOOLS,4.4,2132,103k,100000,Free,0,Everyone,Tools,03/07/2013,1.3,2.1 and up
HeightConverterfeetinchcm,TOOLS,4.2,498,597k,100000,Free,0,Everyone,Tools,22/10/2013,1,2.2 and up
Rulercm,TOOLS,3.6,661,809k,100000,Free,0,Everyone,Tools,10/09/2014,2.1,2.2 and up
InchestoCentimeters,TOOLS,3.6,949,411k,100000,Free,0,Everyone,Tools,13/04/2018,3,1.6 and up
ContentsProviderCPExplorer,TOOLS,4,1,1.2M,100,Free,0,Everyone,Tools,20/06/2018,5,3.0 and up
gCMOB,TOOLS,4.2,7935,21M,1000000,Free,0,Everyone,Tools,08/01/2018,2.4.7,3.0 and up
CoChecker,TOOLS,1.9,12,2.0M,1000,Free,0,Everyone,Tools,20/10/2017,1.8.6,4.3 and up
CTDTCLookup,TOOLS,4.1,41,986k,10000,Free,0,Everyone,Tools,26/07/2013,3,3.0 and up
HTCTransferTool,TOOLS,4.3,40907,2.6M,5000000,Free,0,Everyone,Tools,27/07/2017,6.0.932740,2.2 and up
CXRamBooster,TOOLS,3.9,12,2.5M,500,Free,0,Everyone,Tools,02/06/2017,1,2.2 and up
SecretCodesForAndroid,TOOLS,3.6,6060,592k,500000,Free,0,Everyone,Tools,04/02/2016,2,2.1 and up
HerculesCPMobile,TOOLS,1.4,20,4.1M,1000,Free,0,Everyone,Tools,06/07/2018,2.1.5,4.3 and up
DBBrowser,TOOLS,3.3,236,221k,50000,Free,0,Everyone,Tools,20/09/2011,1.6,2.1 and up
dBSoundLevelMeter,TOOLS,3.9,203,2.3M,10000,Free,0,Everyone,Tools,03/03/2017,1.08,3.0 and up
DM,TOOLS,3.6,7,16M,1000,Free,0,Everyone,Tools,01/08/2018,2.3,2.3.3 and up
DMairdisk,TOOLS,2.8,11,11M,1000,Free,0,Everyone,Tools,05/08/2016,1.7.2,3.0 and up
DownloadManagerForAndroidFree,TOOLS,4,593,3.3M,100000,Free,0,Everyone,Tools,12/04/2018,12.04.18,3.0 and up
SatelliteDirector,TOOLS,4.1,45610,176k,10000000,Free,0,Everyone,Tools,02/01/2018,1.56,1.6 and up
UpgradeforAndroidDUMaster,TOOLS,3.6,12993,5.2M,1000000,Free,0,Everyone,Tools,09/01/2017,1.3.0,2.3.3 and up
DSFlashlight,TOOLS,4,127,5.8M,10000,Free,0,Everyone,Tools,30/05/2015,1.31,2.2 and up
DTfuturecam,TOOLS,1,1,24M,50,Free,0,Everyone,Tools,27/03/2018,3.1,2.2 and up
NDScontroller,TOOLS,3.3,35,916k,1000,Free,0,Everyone,Tools,23/10/2017,0.2,2.2 and up
DTBabyCam,TOOLS,1.7,10,23M,500,Free,0,Everyone,Tools,05/12/2017,3,2.2 and up
DWTimer,TOOLS,5,9,1.5M,100,Free,0,Everyone,Tools,05/04/2017,1,1.6 and up
DWMissedcallcleanerpatch,TOOLS,3.9,65,54k,5000,Free,0,Everyone,Tools,27/11/2014,1.4,2.0 and up
Codeontheegg,TOOLS,3.9,146,784k,10000,Free,0,Everyone,Tools,10/04/2017,1.15,2.2 and up
EICalculator,TOOLS,4,8,1.5M,100,Free,0,Everyone,Tools,23/05/2016,1.3,1.6 and up
MBUDXCluster,TOOLS,4,5,1.6M,500,Free,0,Everyone,Tools,16/06/2015,0.0.1,2.3.3 and up
DWVMAX,TOOLS,3.4,843,8.5M,100000,Free,0,Everyone,Tools,04/05/2017,3.7.1,2.2 and up
SportCAM,TOOLS,3.2,427,9.5M,100000,Free,0,Everyone,Tools,04/05/2018,1.7.6,2.2 and up
DXAlert,TOOLS,4.1,27,2.5M,1000,Free,0,Everyone,Tools,28/04/2016,1.131,3.2 and up
EnergenieEGPMWSetupWizard,TOOLS,3.1,17,523k,1000,Free,0,Everyone,Tools,10/10/2014,1.8 (2014-10-10 11:10:51 +0400),2.2 and up
EGMovi,TOOLS,4.2,40,7.4M,1000,Free,0,Everyone,Tools,12/05/2017,0.9.1,3.2 and up
AlexFuelCalculatorforEK,TOOLS,4.9,19,3.3M,500,Free,0,Everyone,Tools,15/06/2018,1.8,2.1 and up
HOLSTONEC,TOOLS,4.1,7,4.2M,1000,Free,0,Everyone,Tools,23/01/2018,1.278.0037,2.3.3 and up
KiamichiEC,TOOLS,4.6,7,3.9M,1000,Free,0,Everyone,Tools,23/02/2018,1.283.0037,2.3.3 and up
VITEKEHDVRViewerPro,TOOLS,3.5,78,3.3M,10000,Free,0,Everyone,Tools,11/10/2013,1.2.10,2.2 and up
BarryEC,TOOLS,4.1,14,3.8M,1000,Free,0,Everyone,Tools,18/12/2017,1.278.0037,2.3.3 and up
VictoriaEC,TOOLS,5,5,3.8M,500,Free,0,Everyone,Tools,30/03/2018,1.283.0037,2.3.3 and up
TricksEsFileExplores,TOOLS,3,4,2.0M,1000,Free,0,Everyone,Tools,16/03/2016,1,2.2 and up
OpenGLESInfo,TOOLS,4.3,249,626k,10000,Free,0,Everyone,Tools,08/08/2013,1.4,1.6 and up
OpenGLESCapsViewer,TOOLS,4.6,78,375k,10000,Free,0,Everyone,Tools,01/04/2018,0.6,4.3 and up
PapyrusEx,TOOLS,4.6,1092,190k,100000,Free,0,Everyone,Tools,27/06/2012,2.3.3,2.1 and up
FuelCalculatorforEY,TOOLS,4.7,32,2.7M,1000,Free,0,Everyone,Tools,15/06/2018,1.11,2.1 and up
EZLED,TOOLS,2.2,19,2.1M,1000,Free,0,Everyone,Tools,05/09/2017,1.1,4.3 and up
EZAppTrainControl,TOOLS,4.3,33,46M,1000,Free,0,Everyone,Tools,06/12/2016,1,4.3 and up
EZGUIGroundStation,TOOLS,4.7,3696,29M,50000,Free,0,Everyone,Tools,10/08/2017,4.5,4.3 and up
EZUtilitiesExtension,TOOLS,3.9,33,473k,5000,Free,0,Everyone,Tools,05/05/2016,9,6.0 and up
VideoDownloadForFB,TOOLS,4.3,444,1.6M,100000,Free,0,Everyone,Tools,14/07/2017,1,3.0 and up
FingerprintQuickAction,TOOLS,4.2,8484,1.7M,1000000,Free,0,Everyone,Tools,22/07/2018,0.15.2,6.0 and up
FDShiftCalendarWidget,TOOLS,4.1,981,73k,100000,Free,0,Everyone,Tools,16/03/2011,1.2.4,1.6 and up
LGHiFiPlusManager,TOOLS,3.5,154,3.4M,10000,Free,0,Everyone,Tools,06/09/2016,5.0.6,6.0 and up
SignalSpyMonitorSignalStrengthDataUsage,TOOLS,4.4,875,8.5M,100000,Free,0,Everyone,Tools,31/12/2017,1.9.9.5,5.1 and up
SignalInfo,TOOLS,4.6,424,3.5M,10000,Free,0,Everyone,Tools,19/12/2017,0.11,6.0 and up
WiFisettingsshortcut,TOOLS,4.1,479,29k,50000,Free,0,Everyone,Tools,13/12/2013,1.4,1.6 and up
DrawwithFPsDraw,TOOLS,4.3,3268,467k,100000,Free,0,Everyone,Tools,16/12/2017,6.6,2.0 and up
ESHoloTheme,TOOLS,4.3,11449,1.7M,500000,Free,0,Everyone,Tools,02/02/2016,2.0.4,2.0 and up
ESClassicTheme,TOOLS,4.3,20865,2.2M,1000000,Free,0,Everyone,Tools,30/10/2015,2.0.3,2.1 and up
ESAppLocker,TOOLS,4.3,32207,3.4M,1000000,Free,0,Everyone,Tools,16/08/2017,1.1.8.2,2.1 and up
FingerScannerGestures,TOOLS,4.2,2531,3.3M,100000,Free,0,Everyone,Tools,30/07/2017,1.2.4,6.0 and up
FoFileManager,TOOLS,4.5,1916,364k,100000,Free,0,Everyone,Tools,31/12/2015,1.8.8,2.1 and up
ChopAssistant,TOOLS,4.2,455,2.8M,50000,Free,0,Everyone,Tools,28/02/2017,1.6,6.0 and up
VideoEditor,FAMILY,4.1,159619,23M,5000000,Free,0,Everyone,Video Players & Editors;Creativity,17/07/2018,6.14.091,4.3 and up
TurboFAST,FAMILY,4.3,1329192,97M,50000000,Free,0,Everyone,Racing;Action & Adventure,04/10/2017,2.1.20,2.3.3 and up
LittleFireStation,FAMILY,4.2,3762,44M,1000000,Free,0,Everyone,Education;Action & Adventure,02/07/2018,1.47,4.3 and up
EndlessNumbers,FAMILY,4.4,2952,37M,500000,Free,0,Everyone,Education;Education,19/06/2018,1.2.0,5.1 and up
TouchRacingMiniRCRace,FAMILY,4.1,41867,78M,1000000,Free,0,Everyone,Racing;Action & Adventure,18/05/2017,1.4.2.1,2.3.3 and up
CrazyColorsBubblesMatching,FAMILY,4.6,3063,1.6M,100000,Free,0,Everyone,Board;Brain Games,24/05/2018,2.9.7,3.0 and up
BitaandtheAnimalsPelosAres,FAMILY,4.4,1160,37M,100000,Free,0,Everyone,Education;Music & Video,22/05/2013,1,2.2 and up
DreamWorksFriends,FAMILY,3.6,1042,48M,100000,Free,0,Everyone,Role Playing;Pretend Play,04/08/2017,2.5,4.3 and up
MadLibs,FAMILY,4,8126,61M,1000000,Free,0,Everyone,Entertainment;Brain Games,31/07/2018,1.1.1,6.0 and up
TETRIS,FAMILY,4,199808,57M,10000000,Free,0,Everyone,Puzzle,14/06/2018,3.0.10,3.0 and up
DZBlagues,FAMILY,4.2,580,2.1M,10000,Free,0,Everyone,Entertainment,19/12/2012,1.3,2.1 and up
FarmingSimulator,FAMILY,4.5,530854,51M,10000000,Free,0,Everyone,Simulation;Action & Adventure,17/07/2017,1.4.4,2.3.3 and up
NoColorColorbyNumberNumberColoring,FAMILY,4.8,269194,6.9M,10000000,Free,0,Everyone,Entertainment;Brain Games,03/08/2018,Varies with device,Varies with device
PlantsvsZombiesWatchFace,FAMILY,3.5,33178,3.1M,1000000,Free,0,Everyone,Casual,02/02/2015,1.0.5,4.3 and up
GuardiansofAncora,FAMILY,4.4,969,26M,50000,Free,0,Everyone,Educational;Action & Adventure,20/07/2018,2.9.1,2.3.3 and up
JONACKDStoryTeller,FAMILY,4.4,152,1.2M,10000,Free,0,Everyone,Entertainment,28/11/2015,1,2.2 and up
IntellijoyEarlyLearningAcademy,FAMILY,4.3,160,67M,50000,Free,0,Everyone,Education;Education,18/06/2018,3.4.0,Varies with device
ChatBoloAIChatbotOnline,FAMILY,3.3,1407,1.4M,100000,Free,0,Everyone,Entertainment,25/09/2015,2.1,2.2 and up
DashTagFunEndlessRunner,FAMILY,4.5,6750,43M,100000,Free,0,Everyone,Casual,13/06/2018,2.0.3,4.3 and up
APFlashcards,FAMILY,3.7,88,41M,10000,Free,0,Everyone,Education,30/08/2015,1.3.14,3.1 and up
NasihatChaloaePyaara,FAMILY,4.7,557,6.7M,10000,Free,0,Everyone,Education,09/10/2015,1,2.1 and up
APPlanner,FAMILY,2.9,45,1.3M,5000,Free,0,Everyone,Education,03/08/2015,1.1,2.1 and up
JustaLineDrawAnywherewithAR,FAMILY,4.1,1152,2.7M,100000,Free,0,Everyone,Entertainment,30/05/2018,2.0.0,7.0 and up
PaintSpaceAR,FAMILY,3,17,32M,1000,Free,0,Everyone,Entertainment,07/03/2018,1.1,7.0 and up
FigmentAR,FAMILY,3.7,22,90M,5000,Free,0,Everyone,Entertainment,10/07/2018,1,7.0 and up
JengaAR,FAMILY,2.9,53,82M,10000,Free,0,Everyone,Puzzle,17/03/2018,1.0.1,7.0 and up
APMobile,FAMILY,4.6,117,13M,10000,Free,0,Everyone,Education,21/11/2017,1.03,6.0 and up
AESudoku,FAMILY,4.3,2171,12M,100000,Free,0,Everyone,Puzzle,29/07/2015,1.1.0,2.2 and up
AlchemyClassicAdFree,FAMILY,4.6,20178,9.0M,100000,Free,0,Everyone,Puzzle,26/05/2014,1.7.3,1.6 and up
ChuckEsSkateUniverse,FAMILY,3.9,94910,44M,10000000,Free,0,Everyone,Action;Action & Adventure,10/01/2017,1.12,4.3 and up
OffroadCarG,FAMILY,4.3,64884,37M,5000000,Free,0,Everyone,Simulation,12/07/2016,1,2.3.3 and up
WolfifyBeaWerewolf,FAMILY,3.8,6760,26M,500000,Free,0,Everyone,Entertainment,11/06/2015,1.4.6,3.2 and up
LearnBasicCForBeginners,FAMILY,4.7,27,772k,5000,Free,0,Everyone,Education,20/01/2016,1,3.0 and up
CBOOKCPROGRAMS,FAMILY,4.8,138,2.1M,10000,Free,0,Everyone,Education,22/09/2017,1,3.0 and up
LetusCExamplePrograms,FAMILY,4.3,36,1.1M,5000,Free,0,Everyone,Education,30/08/2017,1.2,3.0 and up
ENCHANTU,FAMILY,4.3,83977,11M,500000,Free,0,Everyone,Casual,08/11/2012,1.2.2,2.1 and up
EasyVBuxfree,FAMILY,4.6,856,2.9M,5000,Free,0,Everyone,Entertainment,17/07/2018,1,2.1 and up
DIRECTVRemoteApp,FAMILY,3,480,19M,1000000,Free,0,Everyone,Entertainment,31/08/2017,2.4,6.0 and up
XPlaneFlightSimulator,FAMILY,4.2,63197,11M,1000000,Free,0,Everyone,Simulation,27/06/2018,Varies with device,Varies with device
Xrayscannersimulator,FAMILY,2.7,1616,3.0M,500000,Free,0,Everyone,Casual,08/01/2017,7,2.1 and up
XWingSquadronBuilder,FAMILY,4.6,5898,50M,100000,Free,0,Everyone,Entertainment,01/08/2017,3.3.8.03082017,1.6 and up
ACREMOTEUNIVERSALPRO,FAMILY,1.6,402,1.7M,100000,Free,0,Everyone,Entertainment,11/12/2015,1,2.2 and up
SmartACUniversalRemoteFree,FAMILY,1.8,3270,1.8M,500000,Free,0,Everyone,Entertainment,18/08/2015,1,2.2 and up
AlQuranAlMuallim,FAMILY,4.5,199,266k,10000,Free,0,Everyone,Education,11/09/2013,1.0beta,2.2 and up
QuranJuzMahadalZahra,FAMILY,4.6,2654,6.7M,100000,Free,0,Everyone,Education,02/11/2016,1.10.0,2.2 and up
AlQuranAhmadSaudOffline,FAMILY,4.7,7116,40M,100000,Free,0,Everyone,Education,09/08/2016,1,2.3.3 and up
TheNoiseOMeter,FAMILY,4,1699,72M,100000,Free,0,Everyone,Entertainment;Music & Video,18/10/2017,1.0.1.24,4.3 and up
CooknLearnSmartKitchen,FAMILY,3.5,205,62M,50000,Free,0,Everyone,Educational;Education,06/03/2017,1.0.4,4.3 and up
NBack,FAMILY,4.1,413,930k,10000,Free,0,Everyone,Puzzle,15/02/2016,1.6,2.1 and up
MyHorse,FAMILY,4.5,1333338,8.7M,10000000,Free,0,Everyone,Casual,23/05/2018,1.34.1,2.3.3 and up
MonsterParkARJurassicDinosaursinRealWorld,FAMILY,3.7,128,20M,10000,Free,0,Everyone,Entertainment,08/03/2018,1.2.2.122,7.0 and up
SpacecraftAR,FAMILY,4.4,83,85M,10000,Free,0,Everyone,Education,28/06/2018,1.2,7.0 and up
SolarSystemARARCore,FAMILY,4,211,37M,10000,Free,0,Everyone,Entertainment,23/07/2018,0.8.6,7.0 and up
AKMathCoach,FAMILY,3.6,283,18M,50000,Free,0,Everyone,Education,19/05/2015,1.3,2.3.3 and up
EXOL,FAMILY,4.6,67410,865k,1000000,Free,0,Everyone,Entertainment,02/11/2017,1.0.9,2.2 and up
SpongeBobDinerDash,FAMILY,4,576210,48M,50000000,Free,0,Everyone,Casual,22/08/2013,3.25.3,2.3.3 and up
CASEKMathEnglishScience,FAMILY,4.6,60,2.1M,10000,Free,0,Everyone,Education,01/05/2016,1,2.2 and up
WonderMastersR,FAMILY,4.1,1655,83M,100000,Free,0,Everyone,Role Playing,02/08/2018,1.1.52,4.3 and up
IamNoseDoctorSavemyNose,FAMILY,4.2,3133,34M,500000,Free,0,Everyone,Casual,04/01/2016,1.1.1,3.1 and up
RunRScriptOnlineStatisticalDataAnalysis,FAMILY,3.9,8,6.2M,1000,Free,0,Everyone,Education,04/04/2018,1.1 Build 226,2.2 and up
RPhysicsPuzzleGame,FAMILY,4.2,5369,60M,500000,Free,0,Everyone,Puzzle,19/04/2018,1.0.16,4.3 and up
BTSJHopeKPopPuzzleGame,FAMILY,4.7,17,2.4M,1000,Free,0,Everyone,Puzzle,26/09/2017,1,2.3.3 and up
LINEILoveCoffee,FAMILY,4,250257,50M,5000000,Free,0,Everyone,Simulation,16/11/2016,1.1.5,2.3.3 and up
OffroadCarQ,FAMILY,4.1,24668,40M,1000000,Free,0,Everyone,Simulation,04/08/2016,1.0.2,2.3.3 and up
ILOVEPASTA,FAMILY,4,83875,43M,1000000,Free,0,Everyone,Simulation,08/09/2017,1.6.1,2.3.3 and up
BFGuns,FAMILY,4,1542,13M,50000,Free,0,Everyone,Entertainment,09/06/2015,3,3.0 and up
PinoyKidSongAkoaymayLobo,FAMILY,4.6,23,17M,10000,Free,0,Everyone,Education,12/09/2016,1,2.2 and up
AZPracticeTestQuestions,FAMILY,4.4,13,3.4M,1000,Free,0,Everyone,Education,23/03/2017,1,2.3.3 and up
BeLikeBillMaker,FAMILY,4.3,18,1.7M,1000,Free,0,Everyone,Entertainment,27/01/2016,1.2,3.2 and up
BDHospitals,FAMILY,4.7,12,2.3M,100,Free,0,Everyone,Education,07/10/2015,1.1,3.0 and up
ExamResultBD,FAMILY,5,2,2.6M,500,Free,0,Everyone,Education,22/07/2017,1,3.2 and up
TalkingBoyfriend,FAMILY,2.9,1073,2.8M,100000,Free,0,Everyone,Entertainment,28/08/2016,1.1,2.3.3 and up
RandomLoveBF,FAMILY,3.7,3,10M,50,Free,0,Everyone,Entertainment,04/10/2015,1.0.0,2.2 and up
BridgeConstructorStuntsFREE,FAMILY,4.1,36151,46M,1000000,Free,0,Everyone,Simulation,22/04/2017,2.7,3.2 and up
InstantBadumtss,FAMILY,4,13,2.0M,1000,Free,0,Everyone,Entertainment,23/09/2015,1,1.6 and up
BKMurliDictionaryHtoE,FAMILY,4.6,106,3.9M,10000,Free,0,Everyone,Education,19/11/2016,1.1,2.2 and up
BkEmuBKMemulator,FAMILY,4.6,222,1.4M,10000,Free,0,Everyone,Entertainment,07/02/2016,0.4.0,2.1 and up
BusinessIntelligenceData,FAMILY,4.9,7,3.5M,1000,Free,0,Everyone,Education,26/07/2016,1,2.0 and up
KingBurgerDash,FAMILY,3.6,445,12M,50000,Free,0,Everyone,Casual,22/03/2015,1.3,2.2 and up
KISWFMSEATTLE,FAMILY,4,1469,5.2M,100000,Free,0,Everyone,Entertainment,29/01/2018,2.1.10,2.3.3 and up
BUMobile,FAMILY,4.5,472,4.3M,10000,Free,0,Everyone,Education,06/07/2018,2.4.1,2.3.3 and up
BJJamie,FAMILY,3.9,13,17M,100,Free,0,Everyone,Entertainment,06/07/2015,1.1,2.3.3 and up
AdvancedWarfareGuns,FAMILY,2.9,2079,5.6M,100000,Free,0,Everyone,Entertainment,06/06/2015,1.2.2,3.0 and up
AyUp,FAMILY,4.5,11,7.2M,100,Free,0,Everyone,Entertainment,27/10/2015,3.0.0,2.1 and up
BULibrary,FAMILY,3.5,4,21M,1000,Free,0,Everyone,Education,22/09/2017,1.1,4.3 and up
bXHotArticlesbyExLibris,FAMILY,4.3,42,554k,5000,Free,0,Everyone,Education,09/05/2017,2,2.2 and up
PixelDotColorbyNumberSandboxPixelArt,FAMILY,4.6,16041,7.3M,1000000,Free,0,Everyone,Entertainment,05/07/2018,1.3.3.1,4.3 and up
PixelmaniaColorbynumbercreatepixelart,FAMILY,4.4,3588,18M,500000,Free,0,Everyone,Entertainment,25/02/2018,1.18,4.3 and up
RizedColorByNumberPixelColoringBook,FAMILY,3,1279,13M,100000,Free,0,Everyone,Casual,13/06/2018,1.1.7,4.3 and up
PaintByNumber,FAMILY,3.5,807,4.6M,500000,Free,0,Everyone,Casual,01/05/2018,1.4.0,3.0 and up
ColorByNumbersArtGameforKidsandAdults,FAMILY,3.1,305,8.3M,100000,Free,0,Everyone,Educational;Brain Games,07/07/2016,3,2.3.3 and up
BXMemo,FAMILY,4.3,131,2.0M,5000,Free,0,Everyone,Education,17/11/2016,3.3.1,2.2 and up
JobCVMakerPortfolioMaker,FAMILY,4.2,593,4.9M,100000,Free,0,Everyone,Education,01/01/2018,1.0.2,3.0 and up
TheCWTVapp,FAMILY,3.2,24,4.8M,5000,Free,0,Everyone,Entertainment,28/07/2018,1.1,3.2 and up
TheCWTNapp,FAMILY,2.2,54,4.3M,10000,Free,0,Everyone,Entertainment,30/04/2018,1,3.2 and up
wautch,FAMILY,4.5,10,2.5M,100,Free,0,Everyone,Educational,30/06/2018,fcbd82b2-dd5b-41d2-af62-432271c42921,2.0 and up
CJFalloneBookReader,FAMILY,1.9,76,14M,5000,Free,0,Everyone,Education,13/02/2014,2.2.1,3.0 and up
FMLFckmylifewidget,FAMILY,4.2,1415,209k,100000,Free,0,Everyone,Entertainment,21/05/2010,3.1,1.5 and up
USMLEStepCKCardsLite,FAMILY,4,28,1.5M,5000,Free,0,Everyone,Education,20/05/2014,2.46,2.2 and up
INFAMYRO,FAMILY,4.1,2167,3.7M,50000,Free,0,Everyone,Role Playing,14/12/2017,202,4.3 and up
CartoonNetworkMatchLand,FAMILY,4.7,21979,38M,1000000,Free,0,Everyone,Puzzle,09/07/2018,1.1.3,5.1 and up
WhatsUpSnoopyPeanuts,FAMILY,4.5,773,55M,100000,Free,0,Everyone,Arcade;Action & Adventure,22/08/2017,1.0.1,5.1 and up
SabbathSchool,FAMILY,4.3,2871,18M,100000,Free,0,Everyone,Education,08/05/2015,1.6,2.3.3 and up
WreckersRevengeGumball,FAMILY,4.3,2263,55M,100000,Free,0,Everyone,Puzzle;Action & Adventure,21/09/2017,14.15,4.3 and up
CSInterviewFAQs,FAMILY,4.3,99,1.1M,10000,Free,0,Everyone,Education,11/02/2013,1.13,2.2 and up
SmokesforCSGO,FAMILY,3.9,3253,3.6M,100000,Free,0,Everyone,Entertainment,10/04/2015,1.3,2.2 and up
CTStreamPlayer,FAMILY,3.9,84,11M,10000,Free,0,Everyone,Entertainment,21/11/2016,3.4,3.0 and up
CXOF,FAMILY,4.2,18,37M,1000,Free,0,Everyone,Entertainment,31/01/2018,7.2.1,4.3 and up
